Image,Task 3 (Damage),Task 5 (Vehicle),Task 6 (Visibility),Task 7 (Time),Task 8 (Multiple),Overall Result
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 12.25.59 EDT - 5-17-2025 13.25.59 EDT_frame0026_det31_0209px_vehicle_0p703.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 17.25.59 EDT - 5-14-2025 18.25.59 EDT_frame0576_det645_0806px_vehicle_0p752.png,Moderate,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 11.25.59 EDT - 5-15-2025 12.25.59 EDT_frame0308_det261_0289px_vehicle_0p701.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 08.25.59 EDT - 5-17-2025 09.25.59 EDT_frame0878_det579_0965px_vehicle_0p708.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 09.25.59 EDT - 5-15-2025 10.25.59 EDT_frame0810_det858_0206px_vehicle_0p585.png,None,PASS,FAIL,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 14.25.59 EDT - 5-19-2025 15.25.59 EDT_frame0264_det333_1048px_vehicle_0p545.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 11.25.59 EDT - 5-14-2025 12.25.59 EDT_frame0231_det156_0252px_vehicle_0p713.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 15.25.59 EDT - 5-15-2025 16.25.59 EDT_frame0070_det93_0379px_vehicle_0p773.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 08.25.59 EDT - 5-17-2025 09.25.59 EDT_frame0880_det582_0692px_vehicle_0p688.png,None,PASS,FAIL,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 19.25.59 EDT - 5-18-2025 20.25.59 EDT_frame0028_det33_1679px_vehicle_0p636.png,Moderate,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 06.25.59 EDT - 5-16-2025 07.25.59 EDT_frame0691_det1054_0799px_vehicle_0p693.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 13.22.25 EDT - 5-15-2025 14.22.25 EDT_frame0349_det1435_0669px_vehicle_0p651.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 07.25.59 EDT - 5-14-2025 08.25.59 EDT_frame0717_det1194_1239px_vehicle_0p663.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 10.25.59 EDT - 5-17-2025 11.25.59 EDT_frame0644_det598_1376px_vehicle_0p745.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 18.25.59 EDT - 5-14-2025 19.25.59 EDT_frame0547_det670_1079px_vehicle_0p730.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 16.25.59 EDT - 5-14-2025 17.25.59 EDT_frame0780_det891_1500px_vehicle_0p737.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 18.25.59 EDT - 5-16-2025 19.25.59 EDT_frame0666_det812_0793px_vehicle_0p707.png,Moderate,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 15.25.59 EDT - 5-14-2025 16.25.59 EDT_frame0572_det709_1537px_vehicle_0p716.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 09.25.59 EDT - 5-17-2025 10.25.59 EDT_frame0709_det567_0381px_vehicle_0p678.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 17.25.59 EDT - 5-17-2025 18.25.59 EDT_frame0214_det226_0250px_vehicle_0p685.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 15.25.59 EDT - 5-14-2025 16.25.59 EDT_frame0004_det7_0405px_vehicle_0p752.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-19-2025 17.22.25 EDT - 5-19-2025 18.22.25 EDT_frame0015_det69_0521px_vehicle_0p634.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 18.25.59 EDT - 5-18-2025 19.25.59 EDT_frame0661_det661_0211px_vehicle_0p738.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 18.25.59 EDT - 5-14-2025 19.25.59 EDT_frame0548_det672_0364px_vehicle_0p710.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 18.25.59 EDT - 5-16-2025 19.25.59 EDT_frame0872_det1051_1079px_vehicle_0p724.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 11.25.59 EDT - 5-17-2025 12.25.59 EDT_frame0815_det869_0243px_vehicle_0p604.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 16.25.59 EDT - 5-15-2025 17.25.59 EDT_frame0138_det193_0774px_vehicle_0p701.png,Minor,PASS,FAIL,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 07.25.59 EDT - 5-14-2025 08.25.59 EDT_frame0725_det1211_1247px_vehicle_0p669.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 08.25.59 EDT - 5-19-2025 09.25.59 EDT_frame0446_det1362_0701px_vehicle_0p748.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 19.25.59 EDT - 5-15-2025 20.25.59 EDT_frame0585_det599_0666px_vehicle_0p705.png,Moderate,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 12.25.59 EDT - 5-16-2025 13.25.59 EDT_frame0142_det162_0598px_vehicle_0p691.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 16.25.59 EDT - 5-14-2025 17.25.59 EDT_frame0790_det898_1276px_vehicle_0p751.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 16.25.59 EDT - 5-15-2025 17.25.59 EDT_frame0686_det912_0308px_vehicle_0p692.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 17.25.59 EDT - 5-18-2025 18.25.59 EDT_frame0014_det15_0971px_vehicle_0p687.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 14.25.59 EDT - 5-16-2025 15.25.59 EDT_frame0284_det256_1066px_vehicle_0p717.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 18.25.59 EDT - 5-16-2025 19.25.59 EDT_frame0720_det867_0469px_vehicle_0p780.png,Severe,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 11.25.59 EDT - 5-17-2025 12.25.59 EDT_frame0888_det945_0522px_vehicle_0p756.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 15.25.59 EDT - 5-17-2025 16.25.59 EDT_frame0288_det328_1161px_vehicle_0p740.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 19.25.59 EDT - 5-15-2025 20.25.59 EDT_frame0026_det25_0721px_vehicle_0p840.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-20-2025 07.25.59 EDT - 5-20-2025 08.25.59 EDT_frame0677_det822_0636px_vehicle_0p775.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 14.22.25 EDT - 5-15-2025 15.22.25 EDT_frame0606_det2784_1182px_vehicle_0p623.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 11.25.59 EDT - 5-14-2025 12.25.59 EDT_frame0875_det634_0243px_vehicle_0p782.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 16.25.59 EDT - 5-15-2025 17.25.59 EDT_frame0708_det943_0293px_vehicle_0p691.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 06.25.59 EDT - 5-16-2025 07.25.59 EDT_frame0693_det1061_0704px_vehicle_0p650.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 17.25.59 EDT - 5-19-2025 18.25.59 EDT_frame0632_det772_0502px_vehicle_0p753.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 15.25.59 EDT - 5-17-2025 16.25.59 EDT_frame0321_det363_0249px_vehicle_0p781.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 14.22.25 EDT - 5-15-2025 15.22.25 EDT_frame0606_det2790_0767px_vehicle_0p591.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 10.25.59 EDT - 5-15-2025 11.25.59 EDT_frame0268_det196_0215px_vehicle_0p799.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 18.25.59 EDT - 5-17-2025 19.25.59 EDT_frame0390_det429_0324px_vehicle_0p800.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 14.22.25 EDT - 5-15-2025 15.22.25 EDT_frame0495_det2230_0206px_vehicle_0p633.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 13.22.25 EDT - 5-15-2025 14.22.25 EDT_frame0354_det1455_0239px_vehicle_0p626.png,None,PASS,FAIL,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 19.25.59 EDT - 5-15-2025 20.25.59 EDT_frame0029_det27_0689px_vehicle_0p850.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 14.22.25 EDT - 5-15-2025 15.22.25 EDT_frame0228_det981_0247px_vehicle_0p592.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 18.25.59 EDT - 5-18-2025 19.25.59 EDT_frame0259_det245_0203px_vehicle_0p797.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 15.25.59 EDT - 5-15-2025 16.25.59 EDT_frame0097_det117_0338px_vehicle_0p714.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 09.25.59 EDT - 5-19-2025 10.25.59 EDT_frame0639_det1142_0625px_vehicle_0p690.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 16.25.59 EDT - 5-15-2025 17.25.59 EDT_frame0649_det863_0297px_vehicle_0p769.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 18.25.59 EDT - 5-17-2025 19.25.59 EDT_frame0392_det433_0519px_vehicle_0p773.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 17.25.59 EDT - 5-17-2025 18.25.59 EDT_frame0224_det252_0515px_vehicle_0p762.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-20-2025 07.25.59 EDT - 5-20-2025 08.25.59 EDT_frame0682_det829_1413px_vehicle_0p822.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 13.25.59 EDT - 5-18-2025 14.25.59 EDT_frame0145_det145_1166px_vehicle_0p640.png,Minor,PASS,FAIL,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 16.25.59 EDT - 5-15-2025 17.25.59 EDT_frame0213_det285_1281px_vehicle_0p636.png,Minor,PASS,PASS,PASS,FAIL,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 17.25.59 EDT - 5-19-2025 18.25.59 EDT_frame0221_det258_1039px_vehicle_0p754.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 17.25.59 EDT - 5-19-2025 18.25.59 EDT_frame0660_det784_1045px_vehicle_0p712.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 17.25.59 EDT - 5-18-2025 18.25.59 EDT_frame0017_det30_0658px_vehicle_0p687.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 14.22.25 EDT - 5-15-2025 15.22.25 EDT_frame0496_det2235_0794px_vehicle_0p638.png,None,PASS,PASS,PASS,FAIL,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 18.25.59 EDT - 5-18-2025 19.25.59 EDT_frame0269_det260_0960px_vehicle_0p742.png,Moderate,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 10.25.59 EDT - 5-15-2025 11.25.59 EDT_frame0589_det421_0336px_vehicle_0p776.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 14.22.25 EDT - 5-15-2025 15.22.25 EDT_frame0607_det2794_0658px_vehicle_0p687.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 14.22.25 EDT - 5-15-2025 15.22.25 EDT_frame0228_det989_0212px_vehicle_0p532.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 07.25.59 EDT - 5-14-2025 08.25.59 EDT_frame0306_det569_0455px_vehicle_0p698.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 14.22.25 EDT - 5-15-2025 15.22.25 EDT_frame0705_det3258_0458px_vehicle_0p693.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 17.25.59 EDT - 5-18-2025 18.25.59 EDT_frame0017_det31_0348px_vehicle_0p661.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 17.25.59 EDT - 5-14-2025 18.25.59 EDT_frame0432_det478_0259px_vehicle_0p704.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 14.25.59 EDT - 5-15-2025 15.25.59 EDT_frame0454_det422_1394px_vehicle_0p705.png,Moderate,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 09.25.59 EDT - 5-19-2025 10.25.59 EDT_frame0649_det1153_0601px_vehicle_0p708.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 14.25.59 EDT - 5-16-2025 15.25.59 EDT_frame0318_det289_1041px_vehicle_0p756.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 15.25.59 EDT - 5-18-2025 16.25.59 EDT_frame0582_det638_0866px_vehicle_0p727.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 08.25.59 EDT - 5-14-2025 09.25.59 EDT_frame0611_det1806_1747px_vehicle_0p685.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 13.25.59 EDT - 5-19-2025 14.25.59 EDT_frame0106_det139_0219px_vehicle_0p739.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 19.25.59 EDT - 5-18-2025 20.25.59 EDT_frame0035_det45_0681px_vehicle_0p580.png,Severe,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 07.25.59 EDT - 5-16-2025 08.25.59 EDT_frame0208_det381_0279px_vehicle_0p661.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 07.25.59 EDT - 5-16-2025 08.25.59 EDT_frame0598_det965_0915px_vehicle_0p693.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 16.25.59 EDT - 5-18-2025 17.25.59 EDT_frame0159_det175_0543px_vehicle_0p672.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 08.25.59 EDT - 5-14-2025 09.25.59 EDT_frame0610_det1804_2389px_vehicle_0p518.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 17.25.59 EDT - 5-19-2025 18.25.59 EDT_frame0747_det884_1115px_vehicle_0p767.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 11.25.59 EDT - 5-15-2025 12.25.59 EDT_frame0489_det399_0221px_vehicle_0p895.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-19-2025 12.22.25 EDT - 5-19-2025 13.22.25 EDT_frame0075_det354_0412px_vehicle_0p537.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 12.25.59 EDT - 5-15-2025 13.25.59 EDT_frame0623_det484_0472px_vehicle_0p663.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 18.25.59 EDT - 5-16-2025 19.25.59 EDT_frame0889_det1075_0212px_vehicle_0p616.png,Moderate,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 17.25.59 EDT - 5-17-2025 18.25.59 EDT_frame0434_det535_0640px_vehicle_0p744.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 17.25.59 EDT - 5-14-2025 18.25.59 EDT_frame0652_det741_0354px_vehicle_0p693.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 19.25.59 EDT - 5-17-2025 20.25.59 EDT_frame0255_det314_0233px_vehicle_0p696.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 17.25.59 EDT - 5-17-2025 18.25.59 EDT_frame0770_det932_0758px_vehicle_0p699.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 17.25.59 EDT - 5-15-2025 18.25.59 EDT_frame0020_det48_0346px_vehicle_0p756.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 17.25.59 EDT - 5-19-2025 18.25.59 EDT_frame0755_det896_0905px_vehicle_0p757.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 07.25.59 EDT - 5-16-2025 08.25.59 EDT_frame0601_det972_0622px_vehicle_0p731.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 14.22.25 EDT - 5-15-2025 15.22.25 EDT_frame0754_det3450_0261px_vehicle_0p564.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 08.25.59 EDT - 5-14-2025 09.25.59 EDT_frame0150_det388_0289px_vehicle_0p596.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 17.25.59 EDT - 5-14-2025 18.25.59 EDT_frame0653_det746_0598px_vehicle_0p645.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 09.25.59 EDT - 5-14-2025 10.25.59 EDT_frame0041_det113_0310px_vehicle_0p663.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-17-2025 05.22.25 EDT - 5-17-2025 06.22.25 EDT_frame0029_det56_0422px_vehicle_0p666.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-17-2025 05.22.25 EDT - 5-17-2025 06.22.25 EDT_frame0030_det59_0298px_vehicle_0p721.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 13.25.59 EDT - 5-16-2025 14.25.59 EDT_frame0183_det185_0394px_vehicle_0p707.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 13.22.25 EDT - 5-15-2025 14.22.25 EDT_frame0503_det2109_0577px_vehicle_0p676.png,Moderate,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 13.25.59 EDT - 5-18-2025 14.25.59 EDT_frame0862_det840_0748px_vehicle_0p778.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 09.25.59 EDT - 5-14-2025 10.25.59 EDT_frame0041_det112_1173px_vehicle_0p720.png,Moderate,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 18.25.59 EDT - 5-14-2025 19.25.59 EDT_frame0164_det202_0426px_vehicle_0p746.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 18.25.59 EDT - 5-17-2025 19.25.59 EDT_frame0504_det560_0324px_vehicle_0p720.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 19.25.59 EDT - 5-18-2025 20.25.59 EDT_frame0308_det318_0252px_vehicle_0p694.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 12.25.59 EDT - 5-17-2025 13.25.59 EDT_frame0781_det962_1103px_vehicle_0p724.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 12.25.59 EDT - 5-14-2025 13.25.59 EDT_frame0629_det496_1297px_vehicle_0p753.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 18.25.59 EDT - 5-17-2025 19.25.59 EDT_frame0015_det11_0206px_vehicle_0p639.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 11.25.59 EDT - 5-19-2025 12.25.59 EDT_frame0821_det679_0216px_vehicle_0p607.png,None,PASS,FAIL,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 10.25.59 EDT - 5-19-2025 11.25.59 EDT_frame0473_det583_0904px_vehicle_0p596.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-19-2025 12.22.25 EDT - 5-19-2025 13.22.25 EDT_frame0079_det368_0674px_vehicle_0p625.png,Minor,PASS,PASS,PASS,PASS,PASS
