Image,Task 3 (Damage),Task 5 (Vehicle),Task 6 (Visibility),Task 7 (Time),Task 8 (Multiple),Overall Result
kaggle/Car damages 791_det02_0246px_vehicle_0p508.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1629_det01_0833px_vehicle_0p628.png,Severe,PASS,PASS,PASS,FAIL,FAIL
kaggle/Car damages 1245_det01_0662px_vehicle_0p875.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1246_det01_0250px_vehicle_0p482.png,None,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 792_det01_0494px_vehicle_0p561.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 793_det01_0475px_vehicle_0p566.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 793_det02_0249px_vehicle_0p521.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 162_det01_0521px_vehicle_0p887.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1246_det02_0721px_vehicle_0p496.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1247_det01_0726px_vehicle_0p608.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1630_det01_0786px_vehicle_0p699.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 794_det01_0561px_vehicle_0p531.png,Severe,PASS,PASS,PASS,FAIL,FAIL
kaggle/Car damages 794_det02_0382px_vehicle_0p541.png,None,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1248_det01_0697px_vehicle_0p717.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1631_det01_0729px_vehicle_0p862.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1632_det01_0793px_vehicle_0p648.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1249_det01_0662px_vehicle_0p675.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1633_det01_0699px_vehicle_0p885.png,Severe,PASS,FAIL,FAIL,PASS,FAIL
kaggle/Car damages 1249_det02_0223px_vehicle_0p541.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 795_det01_0491px_vehicle_0p674.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 796_det02_0464px_vehicle_0p617.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1635_det01_0527px_vehicle_0p712.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1249_det03_0226px_vehicle_0p483.png,None,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 124_det01_0593px_vehicle_0p645.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 797_det01_0557px_vehicle_0p551.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1636_det01_0702px_vehicle_0p813.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 798_det01_0793px_vehicle_0p593.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1637_det02_0277px_vehicle_0p491.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1637_det01_0539px_vehicle_0p498.png,Severe,PASS,PASS,PASS,FAIL,FAIL
kaggle/Car damages 799_det01_0310px_vehicle_0p652.png,None,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1250_det01_0729px_vehicle_0p880.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1251_det01_0566px_vehicle_0p564.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1638_det01_0718px_vehicle_0p850.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 799_det02_0474px_vehicle_0p465.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 163_det01_0641px_vehicle_0p814.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1252_det01_0740px_vehicle_0p533.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 801_det01_0324px_vehicle_0p465.png,None,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 800_det01_0504px_vehicle_0p560.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1639_det01_0710px_vehicle_0p906.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 801_det02_0518px_vehicle_0p564.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1253_det01_0543px_vehicle_0p599.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1640_det01_0833px_vehicle_0p745.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1255_det01_0661px_vehicle_0p842.png,Moderate,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1254_det01_0903px_vehicle_0p873.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1642_det01_0777px_vehicle_0p821.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 802_det01_0507px_vehicle_0p574.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1641_det01_0767px_vehicle_0p878.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 803_det01_0471px_vehicle_0p689.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1256_det01_0711px_vehicle_0p676.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1258_det01_0735px_vehicle_0p875.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1643_det01_0801px_vehicle_0p725.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 804_det01_0550px_vehicle_0p566.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1259_det01_0702px_vehicle_0p863.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1644_det01_0713px_vehicle_0p724.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 125_det01_0627px_vehicle_0p802.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1644_det02_0220px_vehicle_0p624.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 805_det02_0492px_vehicle_0p551.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 806_det01_0478px_vehicle_0p649.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1645_det01_0755px_vehicle_0p611.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 807_det01_0501px_vehicle_0p854.png,Moderate,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1260_det01_0647px_vehicle_0p766.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1646_det01_0523px_vehicle_0p860.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 808_det01_0517px_vehicle_0p553.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1261_det01_0686px_vehicle_0p857.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1262_det01_0737px_vehicle_0p606.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1647_det01_0728px_vehicle_0p823.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1648_det01_0787px_vehicle_0p818.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 809_det01_0510px_vehicle_0p515.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1263_det01_0743px_vehicle_0p677.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1264_det01_0684px_vehicle_0p711.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 810_det01_0793px_vehicle_0p676.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1649_det01_0577px_vehicle_0p625.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1266_det01_0578px_vehicle_0p612.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 811_det01_0472px_vehicle_0p479.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 164_det01_0616px_vehicle_0p611.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 812_det01_0507px_vehicle_0p581.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1267_det01_0669px_vehicle_0p799.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 813_det01_0531px_vehicle_0p765.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1650_det01_0843px_vehicle_0p713.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1651_det01_0735px_vehicle_0p902.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1268_det01_0513px_vehicle_0p500.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 814_det01_0473px_vehicle_0p550.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1269_det01_0624px_vehicle_0p539.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1269_det03_0277px_vehicle_0p546.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1652_det01_0822px_vehicle_0p852.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 815_det01_0449px_vehicle_0p492.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1654_det01_0706px_vehicle_0p525.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 126_det01_0492px_vehicle_0p500.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 816_det01_0502px_vehicle_0p637.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1653_det01_0747px_vehicle_0p805.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1655_det01_0803px_vehicle_0p894.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 817_det02_0479px_vehicle_0p572.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1270_det01_0616px_vehicle_0p596.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1270_det02_0283px_vehicle_0p542.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 818_det02_0515px_vehicle_0p530.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1656_det01_0468px_vehicle_0p605.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 849_det01_0519px_vehicle_0p460.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1270_det03_0238px_vehicle_0p515.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1657_det01_0793px_vehicle_0p637.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1658_det01_0687px_vehicle_0p742.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 850_det01_0519px_vehicle_0p551.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1271_det01_0660px_vehicle_0p874.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 851_det01_0386px_vehicle_0p626.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 852_det01_0462px_vehicle_0p514.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1272_det01_0755px_vehicle_0p581.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1659_det01_0797px_vehicle_0p652.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1273_det01_0546px_vehicle_0p487.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 853_det01_0485px_vehicle_0p568.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1660_det01_0379px_vehicle_0p600.png,None,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1274_det01_0755px_vehicle_0p819.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 165_det01_0602px_vehicle_0p639.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 854_det01_0543px_vehicle_0p524.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 854_det02_0397px_vehicle_0p509.png,None,PASS,PASS,PASS,FAIL,FAIL
kaggle/Car damages 1660_det02_0751px_vehicle_0p673.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1660_det03_0383px_vehicle_0p464.png,None,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1275_det01_0701px_vehicle_0p890.png,Moderate,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1276_det01_0653px_vehicle_0p823.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1661_det01_0531px_vehicle_0p593.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 855_det01_0471px_vehicle_0p613.png,Moderate,PASS,PASS,PASS,FAIL,FAIL
kaggle/Car damages 855_det02_0258px_vehicle_0p562.png,Minor,PASS,PASS,PASS,FAIL,FAIL
kaggle/Car damages 1277_det01_0632px_vehicle_0p548.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1662_det01_0804px_vehicle_0p724.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1278_det01_0673px_vehicle_0p855.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 856_det01_0513px_vehicle_0p605.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1279_det01_0596px_vehicle_0p856.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 127_det01_0486px_vehicle_0p456.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 856_det03_0219px_vehicle_0p471.png,None,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1663_det01_0797px_vehicle_0p877.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 857_det01_0606px_vehicle_0p478.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1664_det01_0773px_vehicle_0p896.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1280_det01_0585px_vehicle_0p615.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 858_det01_0669px_vehicle_0p889.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 857_det02_0201px_vehicle_0p505.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1281_det02_0284px_vehicle_0p560.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1665_det01_0786px_vehicle_0p721.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1666_det01_0789px_vehicle_0p622.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1281_det01_0662px_vehicle_0p642.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1667_det01_0836px_vehicle_0p789.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1282_det01_0670px_vehicle_0p823.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 859_det01_0522px_vehicle_0p724.png,Severe,PASS,PASS,PASS,FAIL,FAIL
kaggle/Car damages 1283_det01_0734px_vehicle_0p611.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 860_det01_0499px_vehicle_0p486.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1668_det02_0804px_vehicle_0p683.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 166_det01_0723px_vehicle_0p815.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1669_det01_0760px_vehicle_0p684.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1284_det01_0695px_vehicle_0p888.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 862_det02_0297px_vehicle_0p564.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 862_det01_0531px_vehicle_0p663.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1670_det01_0793px_vehicle_0p683.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1285_det01_0689px_vehicle_0p863.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 338_det01_0796px_vehicle_0p872.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 863_det01_0378px_vehicle_0p687.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 337_det01_0753px_vehicle_0p691.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 336_det01_0738px_vehicle_0p867.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 339_det01_0526px_vehicle_0p605.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 33_det01_0562px_vehicle_0p829.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 340_det01_0634px_vehicle_0p570.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 340_det02_0217px_vehicle_0p490.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 342_det01_0743px_vehicle_0p504.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 341_det01_0796px_vehicle_0p893.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 343_det01_0716px_vehicle_0p775.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 344_det01_0657px_vehicle_0p844.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 345_det01_0702px_vehicle_0p645.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 386_det02_0834px_vehicle_0p685.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 387_det01_0757px_vehicle_0p717.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 346_det01_0719px_vehicle_0p877.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 388_det01_0708px_vehicle_0p575.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 390_det01_0796px_vehicle_0p871.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 389_det01_0764px_vehicle_0p801.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 391_det01_0798px_vehicle_0p828.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 394_det01_0797px_vehicle_0p880.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 392_det01_0596px_vehicle_0p602.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 393_det01_0689px_vehicle_0p711.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 399_det01_0795px_vehicle_0p477.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 395_det01_0797px_vehicle_0p866.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 396_det01_0662px_vehicle_0p861.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 397_det01_0701px_vehicle_0p865.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 398_det01_0729px_vehicle_0p586.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 401_det01_0723px_vehicle_0p639.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 400_det01_0632px_vehicle_0p891.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 402_det01_0566px_vehicle_0p639.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 405_det01_0631px_vehicle_0p895.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 406_det01_0798px_vehicle_0p877.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 404_det01_0798px_vehicle_0p882.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 408_det01_0777px_vehicle_0p862.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 410_det01_0657px_vehicle_0p892.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 407_det01_0731px_vehicle_0p903.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 409_det01_0734px_vehicle_0p883.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 414_det01_0692px_vehicle_0p666.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 411_det01_0731px_vehicle_0p647.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 415_det02_0258px_vehicle_0p519.png,None,PASS,PASS,FAIL,FAIL,FAIL
kaggle/Car damages 415_det01_0454px_vehicle_0p574.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 419_det01_0627px_vehicle_0p870.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 416_det01_0699px_vehicle_0p554.png,Moderate,PASS,PASS,PASS,FAIL,FAIL
kaggle/Car damages 420_det01_0668px_vehicle_0p645.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 417_det01_0714px_vehicle_0p678.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 421_det01_0704px_vehicle_0p703.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 418_det01_0764px_vehicle_0p839.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 422_det01_0796px_vehicle_0p837.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 423_det01_0738px_vehicle_0p682.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 424_det01_0710px_vehicle_0p857.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 425_det01_0537px_vehicle_0p761.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 428_det01_0677px_vehicle_0p893.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 426_det01_0720px_vehicle_0p674.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 427_det01_0544px_vehicle_0p524.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 431_det01_0757px_vehicle_0p844.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 429_det01_0773px_vehicle_0p838.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 430_det01_0717px_vehicle_0p764.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 432_det02_0307px_vehicle_0p560.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 432_det01_0619px_vehicle_0p662.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 433_det01_0686px_vehicle_0p728.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 436_det01_1073px_vehicle_0p897.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 434_det01_0682px_vehicle_0p866.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 438_det01_0625px_vehicle_0p867.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 435_det01_0527px_vehicle_0p486.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 441_det03_0663px_vehicle_0p540.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 439_det01_0621px_vehicle_0p871.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 440_det01_0760px_vehicle_0p719.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 442_det01_0422px_vehicle_0p615.png,Severe,PASS,PASS,PASS,FAIL,FAIL
